United States,Alesi,Ferrari,01:26.8,1991
Brazil,Mansell,Williams Renault,01:20.4,1991
San Marino,Berger,McLaren Honda,01:26.5,1991
Monaco,Prost,Ferrari,01:24.4,1991
Canada,Mansell,Williams Renault,01:22.4,1991
Mexico,Mansell,Williams Renault,01:16.8,1991
France,Mansell,Williams Renault,01:19.2,1991
Great Britain,Mansell,Williams Renault,01:26.4,1991
Germany,Patrese,Williams Renault,01:43.6,1991
Hungary,Gachot,Jordan Ford,01:21.5,1991
Belgium,Moreno,Benetton Ford,01:55.2,1991
Italy,Senna,McLaren Honda,01:26.1,1991
Portugal,Mansell,Williams Renault,01:18.2,1991
Spain,Patrese,Williams Renault,01:22.8,1991
Japan,Senna,McLaren Honda,01:41.5,1991
Australia,Berger,McLaren Honda,01:41.1,1991
