South Africa,Mansell,Williams Renault,01:17.6,1992
Mexico,Berger,McLaren Honda,01:17.7,1992
Brazil,Patrese,Williams Renault,01:19.5,1992
Spain,Mansell,Williams Renault,01:42.5,1992
San Marino,Patrese,Williams Renault,01:26.1,1992
Monaco,Mansell,Williams Renault,01:21.6,1992
Canada,Berger,McLaren Honda,01:22.3,1992
France,Mansell,Williams Renault,01:17.1,1992
Great Britain,Mansell,Williams Renault,01:22.5,1992
Germany,Patrese,Williams Renault,01:41.6,1992
Hungary,Mansell,Williams Renault,01:18.3,1992
Belgium,Schumacher,Benetton Ford,01:53.8,1992
Italy,Mansell,Williams Renault,01:26.1,1992
Portugal,Senna,McLaren Honda,01:16.3,1992
Japan,Mansell,Williams Renault,01:40.6,1992
Australia,Schumacher,Benetton Ford,01:16.1,1992
