Australia,Räikkönen,McLaren Mercedes,01:28.5,2002
Malaysia,Montoya,Williams BMW,01:38.0,2002
Brazil,Montoya,Williams BMW,01:16.1,2002
San Marino,Barrichello,Ferrari,01:24.2,2002
Spain,Schumacher,Ferrari,01:20.4,2002
Austria,Schumacher,Ferrari,01:09.3,2002
Monaco,Barrichello,Ferrari,01:18.0,2002
Canada,Montoya,Williams BMW,01:16.0,2002
Europe,Schumacher,Ferrari,01:32.2,2002
Great Britain,Barrichello,Ferrari,01:23.1,2002
France,Coulthard,McLaren Mercedes,01:15.0,2002
Germany,Schumacher,Ferrari,01:16.5,2002
Hungary,Schumacher,Ferrari,01:16.2,2002
Belgium,Schumacher,Ferrari,01:47.2,2002
Italy,Barrichello,Ferrari,01:23.7,2002
United States,Barrichello,Ferrari,01:12.7,2002
Japan,Schumacher,Ferrari,01:36.1,2002
