Australia,Schumacher,Ferrari,01:24.1,2004
Malaysia,Montoya,Williams BMW,01:34.2,2004
Bahrain,Schumacher,Ferrari,01:30.3,2004
San Marino,Schumacher,Ferrari,01:20.4,2004
Spain,Schumacher,Ferrari,01:17.5,2004
Monaco,Schumacher,Ferrari,01:14.4,2004
Europe,Schumacher,Ferrari,01:29.5,2004
Canada,Barrichello,Ferrari,01:13.6,2004
United States,Barrichello,Ferrari,01:10.4,2004
France,Schumacher,Ferrari,01:15.4,2004
Great Britain,Schumacher,Ferrari,01:18.7,2004
Germany,Räikkönen,McLaren Mercedes,01:13.8,2004
Hungary,Schumacher,Ferrari,01:19.1,2004
Belgium,Räikkönen,McLaren Mercedes,01:45.1,2004
Italy,Barrichello,Ferrari,01:21.0,2004
China,Schumacher,Ferrari,01:32.2,2004
Japan,Barrichello,Ferrari,01:32.7,2004
Brazil,Montoya,Williams BMW,01:11.5,2004
