Australia,Barrichello,Ferrari,01:31.5,2000
Brazil,Schumacher,Ferrari,01:14.8,2000
San Marino,Hakkinen,McLaren Mercedes,01:26.5,2000
Great Britain,Hakkinen,McLaren Mercedes,01:26.2,2000
Spain,Hakkinen,McLaren Mercedes,01:24.5,2000
Europe,Schumacher,Ferrari,01:22.3,2000
Monaco,Hakkinen,McLaren Mercedes,01:21.6,2000
Canada,Hakkinen,McLaren Mercedes,01:19.0,2000
France,Coulthard,McLaren Mercedes,01:19.5,2000
Austria,Coulthard,McLaren Mercedes,01:11.8,2000
Germany,Barrichello,Ferrari,01:44.3,2000
Hungary,Hakkinen,McLaren Mercedes,01:20.0,2000
Belgium,Barrichello,Ferrari,01:53.8,2000
Italy,Hakkinen,McLaren Mercedes,01:25.6,2000
United States,Coulthard,McLaren Mercedes,01:14.7,2000
Japan,Hakkinen,McLaren Mercedes,01:39.2,2000
Malaysia,Hakkinen,McLaren Mercedes,01:38.5,2000
