Australia,Schumacher,Ferrari,01:28.2,2001
Malaysia,Hakkinen,McLaren Mercedes,01:41.0,2001
Brazil,Schumacher,Williams BMW,01:15.7,2001
San Marino,Schumacher,Williams BMW,01:25.5,2001
Spain,Schumacher,Ferrari,01:21.2,2001
Austria,Coulthard,McLaren Mercedes,01:10.8,2001
Monaco,Coulthard,McLaren Mercedes,01:19.4,2001
Canada,Schumacher,Williams BMW,01:17.2,2001
Europe,Montoya,Williams BMW,01:18.4,2001
France,Coulthard,McLaren Mercedes,01:16.1,2001
Great Britain,Hakkinen,McLaren Mercedes,01:23.4,2001
Germany,Montoya,Williams BMW,01:41.8,2001
Hungary,Hakkinen,McLaren Mercedes,01:16.7,2001
Belgium,Schumacher,Ferrari,01:49.8,2001
Italy,Schumacher,Williams BMW,01:25.1,2001
United States,Montoya,Williams BMW,01:14.4,2001
Japan,Schumacher,Williams BMW,01:36.9,2001
