Brazil,Piquet,Brabham BMW,01:39.8,1983
USA West,Lauda,McLaren TAG,01:28.3,1983
France,Prost,Renault,01:42.7,1983
San Marino,Patrese,Brabham BMW,01:34.4,1983
Monaco,Piquet,Brabham BMW,01:27.3,1983
Belgium,de Cesaris,Alfa Romeo,02:07.5,1983
Detroit,Watson,McLaren TAG,01:47.7,1983
Canada,Tambay,Ferrari,01:30.9,1983
Great Britain,Prost,Renault,01:14.2,1983
Germany,Arnoux,Ferrari,01:53.9,1983
Austria,Prost,Renault,01:34.0,1983
Netherlands,Arnoux,Ferrari,01:19.9,1983
Italy,Piquet,Brabham BMW,01:34.4,1983
Europe,Mansell,Lotus Ford,01:14.3,1983
South Africa,Piquet,Brabham BMW,01:09.9,1983
