Brazil,Schumacher,Benetton Ford,01:18.5,1994
Pacific,Schumacher,Benetton Ford,01:14.0,1994
San Marino,Hill,Williams Renault,01:24.3,1994
Monaco,Schumacher,Benetton Ford,01:21.1,1994
Spain,Schumacher,Benetton Ford,01:25.2,1994
Canada,Schumacher,Benetton Ford,01:28.9,1994
France,Hill,Williams Renault,01:19.7,1994
Great Britain,Hill,Williams Renault,01:27.1,1994
Germany,Coulthard,Williams Renault,01:46.2,1994
Hungary,Schumacher,Benetton Ford,01:20.9,1994
Belgium,Hill,Williams Renault,01:57.1,1994
Italy,Hill,Williams Renault,01:25.9,1994
Portugal,Coulthard,Williams Renault,01:22.4,1994
Europe,Schumacher,Benetton Ford,01:25.0,1994
Japan,Hill,Williams Renault,01:56.6,1994
Australia,Schumacher,Benetton Ford,01:17.1,1994
