Argentina,Regazzoni,Ferrari,01:52.1,1974
Brazil,Regazzoni,Ferrari,02:36.0,1974
South Africa,Reutemann,Brabham Ford,01:18.2,1974
Spain,Lauda,Ferrari,01:20.8,1974
Belgium,Hulme,McLaren Ford,01:11.3,1974
Monaco,Peterson,Lotus Ford,01:27.9,1974
Sweden,Depailler,Tyrrell Ford,01:27.3,1974
Netherlands,Peterson,Lotus Ford,01:21.4,1974
France,Scheckter,Tyrrell Ford,01:00.0,1974
Great Britain,Lauda,Ferrari,01:21.1,1974
Germany,Scheckter,Tyrrell Ford,07:11.1,1974
Austria,Regazzoni,Ferrari,01:37.2,1974
Italy,Pace,Brabham Ford,01:34.2,1974
Canada,Lauda,Ferrari,01:13.7,1974
United States,Pace,Brabham Ford,01:40.6,1974
