Austria,Norris,McLaren Renault,01:07.5,2020
Styria,Sainz,McLaren Renault,01:05.6,2020
Hungary,Hamilton,Mercedes,01:16.6,2020
Great Britain,Verstappen,Red Bull Racing Honda,01:27.1,2020
70th Anniversary,Hamilton,Mercedes,01:28.5,2020
Spain,Bottas,Mercedes,01:18.2,2020
Belgium,Ricciardo,Renault,01:47.5,2020
Italy,Hamilton,Mercedes,01:22.7,2020
Tuscany,Hamilton,Mercedes,01:18.8,2020
Russia,Bottas,Mercedes,01:37.0,2020
Eifel,Verstappen,Red Bull Racing Honda,01:28.1,2020
Portugal,Hamilton,Mercedes,01:18.7,2020
Emilia Romagna,Hamilton,Mercedes,01:15.5,2020
Turkey,Norris,McLaren Renault,01:36.8,2020
Bahrain,Verstappen,Red Bull Racing Honda,01:32.0,2020
Sakhir,Russell,Mercedes,55.404,2020
Abu Dhabi,Ricciardo,Renault,01:40.9,2020
