Australia,Räikkönen,Lotus Renault,01:29.3,2013
Malaysia,Perez,McLaren Mercedes,01:39.2,2013
China,Vettel,Red Bull Racing Renault,01:36.8,2013
Bahrain,Vettel,Red Bull Racing Renault,01:37.0,2013
Spain,Gutierrez,Sauber Ferrari,01:26.2,2013
Monaco,Vettel,Red Bull Racing Renault,01:16.6,2013
Canada,Webber,Red Bull Racing Renault,01:16.2,2013
Great Britain,Webber,Red Bull Racing Renault,01:33.4,2013
Germany,Alonso,Ferrari,01:33.5,2013
Hungary,Webber,Red Bull Racing Renault,01:24.1,2013
Belgium,Vettel,Red Bull Racing Renault,01:50.8,2013
Italy,Hamilton,Mercedes,01:25.8,2013
Singapore,Vettel,Red Bull Racing Renault,01:48.6,2013
South Korea,Vettel,Red Bull Racing Renault,01:41.4,2013
Japan,Webber,Red Bull Racing Renault,01:34.6,2013
India,Räikkönen,Lotus Renault,01:27.7,2013
Abu Dhabi,Alonso,Ferrari,01:43.4,2013
United States,Vettel,Red Bull Racing Renault,01:39.9,2013
Brazil,Webber,Red Bull Racing Renault,01:15.4,2013
