Australia,Alonso,Renault,01:25.7,2005
Malaysia,Räikkönen,McLaren Mercedes,01:35.5,2005
Bahrain,de la Rosa,McLaren Mercedes,01:31.4,2005
San Marino,Schumacher,Ferrari,01:21.9,2005
Spain,Fisichella,Renault,01:15.6,2005
Monaco,Schumacher,Ferrari,01:15.8,2005
Europe,Alonso,Renault,01:30.7,2005
Canada,Räikkönen,McLaren Mercedes,01:14.4,2005
United States,Schumacher,Ferrari,01:11.5,2005
France,Räikkönen,McLaren Mercedes,01:16.4,2005
Great Britain,Räikkönen,McLaren Mercedes,01:20.5,2005
Germany,Räikkönen,McLaren Mercedes,01:14.9,2005
Hungary,Räikkönen,McLaren Mercedes,01:21.2,2005
Turkey,Montoya,McLaren Mercedes,01:24.8,2005
Italy,Räikkönen,McLaren Mercedes,01:21.5,2005
Belgium,Schumacher,Toyota,01:51.5,2005
Brazil,Räikkönen,McLaren Mercedes,01:12.3,2005
Japan,Räikkönen,McLaren Mercedes,01:31.5,2005
China,Räikkönen,McLaren Mercedes,01:33.2,2005
