Australia,Räikkönen,Ferrari,01:25.2,2007
Malaysia,Hamilton,McLaren Mercedes,01:36.7,2007
Bahrain,Massa,Ferrari,01:34.1,2007
Spain,Massa,Ferrari,01:22.7,2007
Monaco,Alonso,McLaren Mercedes,01:15.3,2007
Canada,Alonso,McLaren Mercedes,01:16.4,2007
United States,Räikkönen,Ferrari,01:13.1,2007
France,Massa,Ferrari,01:16.1,2007
Great Britain,Räikkönen,Ferrari,01:20.6,2007
Europe,Massa,Ferrari,01:32.9,2007
Hungary,Räikkönen,Ferrari,01:20.0,2007
Turkey,Räikkönen,Ferrari,01:27.3,2007
Italy,Alonso,McLaren Mercedes,01:22.9,2007
Belgium,Massa,Ferrari,01:48.0,2007
Japan,Hamilton,McLaren Mercedes,01:28.2,2007
China,Massa,Ferrari,01:37.5,2007
Brazil,Räikkönen,Ferrari,01:12.4,2007
