team_key,colour_key,meeting_key,session_key
4,7,1218,9150
4,7,1218,9151
4,7,1218,9153
4,7,1219,9158
4,7,1219,9159
4,7,1219,9161
4,7,1219,9165
4,7,1220,9166
4,7,1220,9168
4,7,1220,9173
4,7,1221,9214
4,7,1221,9215
4,7,1221,9221
4,7,1222,9207
4,7,1222,9213
4,7,1223,9174
4,7,1223,9175
4,7,1223,9177
4,7,1223,9181
4,7,1224,9204
4,7,1224,9205
4,7,1224,9304
4,7,1224,9308
4,7,1225,9182
4,7,1225,9183
4,7,1225,9184
4,7,1225,9189
4,7,1226,9190
4,7,1226,9193
4,7,1226,9197
5,8,1231,9483
5,8,1231,9484
5,9,1229,9466
5,9,1229,9467
5,9,1229,9468
5,9,1229,9472
5,9,1230,9473
5,9,1230,9474
5,9,1230,9475
5,9,1230,9476
5,9,1230,9480
5,10,1140,7763
5,10,1140,7764
5,10,1140,9222
5,10,1141,7765
5,10,1141,7766
5,10,1141,7767
5,10,1141,7768
5,10,1143,7787
5,10,1207,9069
5,10,1207,9278
5,10,1208,9071
5,10,1208,9078
5,10,1210,9088
5,10,1210,9089
5,10,1210,9090
5,10,1210,9094
5,10,1211,9095
5,10,1211,9096
5,10,1211,9097
5,10,1211,9098
5,10,1211,9102
5,10,1212,9110
5,10,1213,9112
5,10,1213,9118
5,10,1214,9119
5,10,1214,9120
5,10,1215,9127
5,10,1215,9128
5,10,1215,9129
5,10,1215,9223
5,10,1216,9134
5,10,1216,9135
5,10,1217,9144
5,10,1217,9145
5,10,1217,9149
5,10,1218,9150
5,10,1218,9151
5,10,1218,9153
5,10,1219,9158
5,10,1219,9159
5,10,1219,9161
5,10,1219,9165
5,10,1220,9166
5,10,1220,9168
5,10,1220,9173
5,10,1221,9214
5,10,1221,9215
5,10,1221,9221
5,10,1222,9207
5,10,1222,9213
5,10,1223,9174
5,10,1223,9175
5,10,1223,9177
5,10,1223,9181
5,10,1224,9204
5,10,1224,9205
5,10,1224,9304
5,10,1224,9308
5,10,1225,9182
5,10,1225,9183
5,10,1225,9184
5,10,1225,9189
5,10,1226,9190
5,10,1226,9193
5,10,1226,9197
6,11,1140,7763
6,11,1140,7764
6,11,1140,9222
6,11,1141,7765
6,11,1141,7766
6,11,1141,7767
6,11,1141,7768
6,11,1143,7787
6,11,1207,9069
6,11,1207,9278
6,11,1208,9071
6,11,1208,9078
6,11,1210,9088
6,11,1210,9089
6,11,1210,9090
6,11,1210,9094
6,11,1211,9095
6,11,1211,9096
6,11,1211,9097
6,11,1211,9098
6,11,1211,9102
6,11,1212,9110
6,11,1213,9112
6,11,1213,9118
6,11,1214,9119
6,11,1214,9120
6,11,1215,9127
6,11,1215,9128
6,11,1215,9129
6,11,1215,9223
6,11,1216,9134
6,11,1216,9135
6,11,1217,9144
6,11,1217,9145
6,11,1217,9149
6,11,1218,9150
6,11,1218,9151
6,11,1218,9153
6,11,1219,9158
6,11,1219,9159
6,11,1219,9161
6,11,1219,9165
6,11,1220,9166
6,11,1220,9168
6,11,1220,9173
6,11,1221,9214
6,11,1221,9215
6,11,1221,9221
6,11,1222,9207
6,11,1222,9213
6,11,1223,9174
6,11,1223,9175
6,11,1223,9177
6,11,1223,9181
6,11,1224,9204
6,11,1224,9205
6,11,1224,9304
6,11,1224,9308
6,11,1225,9182
6,11,1225,9183
6,11,1225,9184
6,11,1225,9189
6,11,1226,9190
6,11,1226,9193
6,11,1226,9197
6,11,1229,9466
6,11,1229,9467
6,11,1229,9468
6,11,1229,9472
6,11,1230,9473
6,11,1230,9474
6,11,1230,9475
6,11,1230,9476
6,11,1230,9480
6,11,1231,9483
6,11,1231,9484
8,12,1140,7763
8,12,1140,7764
8,12,1140,9222
8,12,1141,7765
8,12,1141,7766
8,12,1141,7767
8,12,1141,7768
8,12,1143,7787
8,12,1207,9069
8,12,1207,9278
8,12,1208,9071
8,12,1208,9078
8,12,1210,9088
8,12,1210,9089
8,12,1210,9090
8,12,1210,9094
8,12,1211,9095
8,12,1211,9096
8,12,1211,9097
8,12,1211,9098
8,12,1211,9102
8,12,1212,9110
8,12,1213,9112
8,12,1213,9118
8,12,1214,9119
8,12,1214,9120
8,12,1215,9127
8,12,1215,9128
8,12,1215,9129
8,12,1215,9223
8,12,1216,9134
8,12,1216,9135
8,12,1217,9144
8,12,1217,9145
8,12,1217,9149
8,12,1218,9150
8,12,1218,9151
8,12,1218,9153
8,12,1219,9158
8,12,1219,9159
8,12,1219,9161
8,12,1219,9165
8,12,1220,9166
8,12,1220,9168
8,12,1220,9173
8,12,1221,9214
8,12,1221,9215
8,12,1221,9221
8,12,1222,9207
8,12,1222,9213
8,12,1223,9174
8,12,1223,9175
8,12,1223,9177
8,12,1223,9181
8,12,1224,9204
8,12,1224,9205
8,12,1224,9304
8,12,1224,9308
8,12,1225,9182
8,12,1225,9183
8,12,1225,9184
8,12,1225,9189
8,12,1226,9190
8,12,1226,9193
8,12,1226,9197
8,13,1229,9466
8,13,1229,9467
8,13,1229,9468
8,13,1229,9472
8,13,1230,9473
8,13,1230,9474
8,13,1230,9475
8,13,1230,9476
8,13,1230,9480
8,13,1231,9483
8,13,1231,9484
9,14,1229,9466
9,14,1229,9467
9,14,1229,9468
9,14,1229,9472
9,14,1230,9473
9,14,1230,9474
9,14,1230,9475
9,14,1230,9476
9,14,1230,9480
9,14,1231,9483
9,14,1231,9484
9,15,1140,7763
9,15,1140,7764
9,15,1140,9222
9,15,1141,7765
9,15,1141,7766
9,15,1141,7767
9,15,1141,7768
9,15,1143,7787
9,15,1207,9069
9,15,1207,9278
9,15,1208,9071
9,15,1208,9078
9,15,1210,9088
9,15,1210,9089
9,15,1210,9090
9,15,1210,9094
9,15,1211,9095
9,15,1211,9096
9,15,1211,9097
9,15,1211,9098
9,15,1211,9102
9,15,1212,9110
9,15,1213,9112
9,15,1213,9118
9,15,1214,9119
9,15,1214,9120
9,15,1215,9127
9,15,1215,9128
9,15,1215,9129
9,15,1215,9223
9,15,1216,9134
9,15,1216,9135
9,15,1217,9144
9,15,1217,9145
9,15,1217,9149
9,15,1218,9150
9,15,1218,9151
9,15,1218,9153
9,15,1219,9158
9,15,1219,9159
9,15,1219,9161
9,15,1219,9165
9,15,1220,9166
9,15,1220,9168
9,15,1220,9173
9,15,1221,9214
9,15,1221,9215
9,15,1221,9221
9,15,1222,9207
9,15,1222,9213
9,15,1223,9174
9,15,1223,9175
9,15,1223,9177
9,15,1223,9181
9,15,1224,9204
9,15,1224,9205
9,15,1224,9304
9,15,1224,9308
9,15,1225,9182
9,15,1225,9183
9,15,1225,9184
9,15,1225,9189
9,15,1226,9190
9,15,1226,9193
9,15,1226,9197
